Portfolio Type,Stocks,Final Value,Maximum Drawdown,Volatility,Sharpe Ratio,Sortino Ratio
Max Sharpe Ratio,['NVDA (100.00%)'],142275.803076037,-0.6285040878178929,0.5146201990513415,1.2416429972424072,2.3063288365688215
Min Volatility,"['AVGO (2.23%)', 'AMZN (2.75%)', 'PWR (4.44%)', 'LLY (7.84%)', 'PG (15.49%)', 'WMT (4.83%)', 'ADP (3.21%)', 'PEP (23.58%)', 'LOW (2.04%)', 'RSG (3.56%)', 'KO (11.23%)', 'PANW (2.04%)', 'TJX (0.42%)', 'BSX (6.87%)', 'GOOGL (7.75%)', 'CDNS (1.73%)']",24813.751902919368,-0.10245647348811908,0.13091103057366216,1.181050388993894,2.7116217615984994
